"","G45068","G45227","G45123","G45117","G45099","G45071","G45226","G45250","G45108","G45057","G45075","G45092"
"93973",4,4,13,0,25,15,0,32,0,0,30,13
"1709477",4,37,23,3,2,10,107,26,36,0,11,8
"2587843",1,2,3,1,1,0,0,0,2,0,0,2
"161398",16,18,13,1,3,11,9,7,3,0,9,5
"314281",14,11,7,1,15,7,12,7,27,0,3,4
"247523",7,1,1,0,0,8,3,4,1,0,4,0
"182141",6,3,1,0,6,0,1,2,10,0,33,9
"1348114",6,37,11,2,7,14,23,10,11,0,6,3
"1190813",4,6,4,2,7,2,20,13,12,0,8,1
"152297",6,2,0,1,3,0,0,0,8,0,0,0
"570156",4,3,0,0,4,0,0,0,4,0,0,0
"2497879",8,1,9,2,2,3,11,12,4,0,11,3
"1816218",5,8,15,2,3,0,1,4,6,0,14,22
"2552945",14,6,3,0,2,4,0,2,6,0,5,11
"718192",3,2,1,1,0,6,69,4,12,0,7,4
"2055892",11,5,1,2,11,0,19,0,1,0,5,3
"69539",13,8,4,1,3,7,9,18,12,0,22,4
"2749040",36,2,10,2,14,3,2,10,6,0,1,4
"1609967",41,19,28,5,4,8,3,5,30,0,7,14
"2730360",37,1,4,2,10,8,9,14,7,0,4,0
"2576841",58,5,10,0,3,0,2,23,14,0,0,0
"2773308",9,16,15,2,18,4,5,38,9,0,9,8
"2587849",7,6,16,3,15,6,2,49,11,0,5,5
"1761789",16,0,0,0,0,0,22,6,13,0,0,5
"1666906",8,16,0,0,6,6,0,13,6,0,0,0
"1178482",19,19,3,2,7,18,2,16,20,0,2,6
"1081866",18,30,7,6,3,4,15,6,15,0,2,13
"213554",9,4,2,0,0,23,8,8,0,0,0,0
"1055101",13,11,21,0,9,0,7,18,21,0,8,9
"1771309",18,16,21,4,18,12,13,7,17,0,19,9
"91844",3,0,2,0,5,7,0,1,6,0,1,5
"119864",6,11,19,13,10,15,13,23,6,0,6,10
"936476",3,3,5,3,4,1,10,1,2,0,3,2
"1031538",11,26,9,3,10,15,91,16,19,0,14,6
"207949",19,11,4,7,12,14,27,14,13,0,6,8
"1144748",44,7,36,4,0,2,11,35,17,0,33,2
"261964",6,11,13,0,8,2,13,11,7,0,4,4
"914150",5,6,3,0,1,2,25,3,2,0,7,1
"418701",9,3,4,6,6,9,26,17,14,0,9,4
"396595",33,11,15,4,12,2,3,4,14,0,15,6
"108010",21,14,25,2,20,11,2,25,22,0,0,1
"1765967",24,16,7,3,3,11,0,13,31,0,6,4
"421628",36,22,6,4,22,7,6,6,13,0,5,3
"1053",38,11,9,7,14,1,7,11,17,0,25,8
"1052",7,4,4,1,10,7,1,5,26,0,0,6
"1335746",12,6,3,1,8,3,1,5,4,0,1,7
"1855875",5,6,6,7,10,2,2,11,11,0,32,1
"351052",32,17,17,6,34,4,3,14,18,0,28,7
"1229",19,18,12,0,6,7,19,63,36,0,4,7
"80679",24,24,13,4,8,7,16,12,34,0,7,9
"1050",20,45,18,2,4,5,2,18,24,0,2,1
"47960",29,8,13,5,31,13,2,9,18,0,3,4
"190895",8,36,26,2,5,8,15,14,9,0,13,1
"2479546",3,11,7,1,6,15,17,12,6,0,4,5
"864336",4,0,0,0,0,0,0,0,0,0,0,0
"2163016",8,0,10,5,0,5,0,40,6,0,11,0
"2777577",1,1,12,0,1,0,5,2,3,0,1,2
"29495",13,20,24,9,8,22,2,85,17,0,9,5
"687",6,36,20,3,14,15,50,16,17,0,9,8
"52443",5,10,9,1,1,14,84,6,9,0,5,4
"28172",4,7,5,1,8,3,2,6,3,0,3,6
"29497",3,0,1,1,0,4,4,8,7,0,0,0
"246167",4,5,3,0,0,7,4,5,3,0,2,9
"693153",2,1,0,0,1,2,2,7,4,0,8,1
"51367",1,0,0,0,2,0,3,6,5,0,7,0
"2033033",4,7,5,2,3,8,4,13,10,0,4,1
"1758179",18,0,29,0,8,0,6,0,0,0,5,0
"1636609",3,15,2,5,15,0,0,15,3,0,0,0
"1636608",24,0,17,0,0,0,78,48,0,0,0,0
"218936",46,16,28,4,14,5,5,29,14,0,20,8
"196024",5,9,3,0,2,0,0,5,5,0,0,0
"948519",2,0,0,0,0,13,0,0,2,0,7,0
"1903694",8,6,11,1,3,1,1,1,9,0,2,3
"1416627",8,1,8,1,6,7,6,6,10,0,15,1
"2587856",16,27,4,0,9,7,1,12,8,0,35,10
"1769779",38,21,25,2,8,15,9,20,19,0,9,8
"1987723",3,21,7,0,3,5,6,17,10,0,10,12
"2601894",6,22,6,14,11,9,22,10,16,0,8,30
"1470434",41,18,45,42,14,22,7,5,18,0,28,1
"1620392",16,22,20,7,1,9,68,44,25,0,3,5
"702114",26,19,42,16,64,47,7,7,38,0,16,0
"95641",22,28,18,5,3,11,9,19,6,0,7,14
"2049332",11,15,12,4,2,6,31,5,6,0,8,21
"265883",16,34,8,1,7,13,3,21,16,0,21,0
"2580412",8,11,11,2,3,13,9,6,26,0,9,6
"1803865",6,1,24,100,0,5,4,6,10,0,21,4
"1329899",16,6,0,0,5,1,46,3,0,0,0,0
"728003",2,0,0,0,0,1,4,15,0,0,0,0
"2675053",13,6,16,3,5,8,4,4,21,0,12,5
"2675054",5,5,14,1,6,17,21,5,15,0,23,10
"622488",14,5,7,11,3,2,17,1,14,0,7,30
"573569",10,0,0,0,0,0,2,0,0,0,0,0
"299583",5,0,1,0,0,0,0,11,2,0,1,7
"28084",9,31,19,0,2,2,31,4,6,0,16,30
"29423",4,4,4,1,4,1,5,50,14,0,3,9
"1867846",4,5,4,0,7,12,2,1,4,0,6,7
"463",8,14,6,0,5,3,7,1,6,0,5,4
"676208",4,0,2,3,9,3,0,1,0,0,6,1
"2360",15,8,6,1,2,2,6,6,3,0,6,6
"113267",13,4,5,0,2,1,11,6,7,0,5,1
"386487",6,2,7,1,10,4,4,8,2,0,0,2
"2732590",1,3,3,0,0,1,17,4,1,0,1,2
"1971488",1,0,1,0,0,0,0,1,1,0,2,0
"1971485",1,2,1,1,0,0,0,11,8,0,2,0
"1675686",42,25,16,2,16,3,3,19,48,0,13,4
"465721",10,17,21,0,8,15,11,105,36,0,3,8
"870",12,7,4,2,5,14,30,4,17,0,20,2
"901",655,85,457,22,59,62,23,112,551,0,168,128
"631220",11,84,31,0,18,6,0,15,153,0,60,7
"184917",77,23,58,27,23,14,15,12,90,0,32,7
"879567",29,15,38,2,10,9,10,37,47,0,7,11
"2773299",70,39,50,10,49,13,17,19,92,0,29,9
"34",106,57,44,17,34,25,25,50,54,0,28,19
"41",46,44,23,9,93,44,70,45,53,0,43,18
"927083",67,29,27,1,27,9,5,17,51,0,20,3
"28232",35,22,28,11,24,8,57,20,20,0,10,12
"1986146",63,52,60,7,36,32,3,41,211,0,41,14
"427923",45,31,27,23,39,26,12,17,35,0,10,10
"84405",10,1,5,1,11,11,13,66,28,0,4,23
"1660080",3,8,9,2,7,2,39,10,1,0,3,11
"2042961",9,13,13,1,6,5,8,16,4,0,2,7
"1780362",8,4,29,3,6,42,39,15,7,0,6,15
"202",7,26,31,0,4,3,14,32,25,0,10,5
"203",5,9,6,1,1,24,6,17,8,0,12,1
"1462615",7,8,11,5,14,3,24,17,6,0,11,4
"544718",8,17,14,14,11,20,46,26,13,0,10,3
"1315211",3,21,11,1,10,1,90,7,5,0,9,11
"1080223",5,22,3,3,2,1,19,12,11,0,7,6
"1935204",7,14,36,2,14,3,11,12,16,0,38,0
"366522",10,2,2,0,1,10,5,14,27,0,10,4
"194424",11,6,4,3,16,5,1,2,5,0,1,4
"65553",5,8,16,0,3,2,7,21,3,0,8,14
"29419",13,5,11,7,8,11,2,15,6,0,4,7
"37372",10,4,17,2,3,5,11,14,7,0,5,8
"1591088",8,10,12,5,2,9,5,53,21,0,18,4
"32025",4,8,1,0,1,0,17,8,7,0,1,10
"56877",1,3,1,3,0,1,1,4,0,0,1,0
"2590020",11,6,9,0,14,12,93,73,8,0,11,15
"2509341",7,6,4,3,3,2,5,24,10,0,5,3
"2283483",4,9,5,0,3,7,0,4,0,0,8,8
"387092",7,28,25,0,5,2,31,50,3,0,14,12
"1435607",59,54,13,4,11,28,19,57,68,0,5,9
"1813451",10,15,64,2,72,58,21,100,16,0,13,0
"136098",41,20,8,0,7,0,10,11,18,0,13,0
"2785056",6,38,10,0,3,0,5,48,17,0,0,4
"2590777",4,43,26,0,5,7,9,25,30,0,0,0
"648995",242,45,40,27,8,119,11,26,49,0,29,22
"2583231",25,18,8,3,4,14,9,3,45,0,5,4
"56730",6,5,0,0,5,4,13,1,4,0,0,0
"1538158",3,3,9,3,6,1,1,1,1,0,1,0
"1335061",3,13,6,1,13,1,1,27,5,0,16,9
"1538159",3,17,9,0,0,0,0,6,0,0,26,9
"2664893",28,0,9,0,16,0,9,0,0,0,6,25
"1842536",14,47,1,0,2,0,10,21,24,0,3,0
"1279031",20,0,0,0,8,0,0,0,69,0,0,0
"1183412",13,0,0,0,0,0,0,0,0,0,0,0
"716925",15,10,16,4,13,14,27,19,35,0,10,3
"556287",14,2,4,0,1,1,0,3,0,0,0,1
"879274",29,20,9,1,18,17,11,20,43,0,10,6
"114615",49,41,27,5,16,11,15,34,15,0,17,14
"1404888",27,13,3,1,4,3,11,9,11,0,2,4
"1325112",26,27,6,5,16,6,7,9,17,0,6,3
"1325114",26,5,7,0,8,2,7,6,18,0,16,0
"1325111",20,8,8,5,43,2,7,2,13,0,2,0
"1404649",2,0,0,0,0,0,0,2,2,0,0,0
"190148",37,12,9,3,10,33,31,14,15,0,4,4
"858423",39,3,7,1,15,6,10,7,25,0,7,4
"375",43,11,46,1,31,13,67,30,41,0,9,18
"83627",20,5,6,0,5,6,17,6,20,0,9,1
"255045",15,18,21,1,8,4,5,10,28,0,6,0
"1325095",22,32,12,4,11,11,4,17,39,0,19,3
"1325090",18,19,10,10,15,6,2,28,25,0,27,4
"931866",66,58,29,0,24,71,31,9,119,0,56,19
"1842539",34,59,14,7,9,6,6,7,30,0,9,9
"2015316",27,7,13,3,10,7,2,29,49,0,5,5
"1526658",22,24,26,31,124,9,8,14,35,0,10,7
"2592817",37,3,0,0,0,0,0,0,0,0,0,0
"1333996",8,7,15,2,5,2,1,3,28,0,13,3
"2493675",69,15,13,1,56,6,4,10,22,0,9,2
"2082387",35,23,6,5,8,14,11,24,31,0,8,5
"2483403",27,7,10,6,13,6,4,5,20,0,7,5
"2493668",28,6,3,0,9,5,7,39,8,0,10,3
"2493681",20,1,3,3,3,10,6,1,2,0,8,2
"2493676",13,11,6,0,7,0,0,4,11,0,34,7
"1854057",15,22,23,1,2,20,1,5,19,0,9,4
"2654248",10,6,7,2,9,5,8,4,13,0,1,7
"2493671",13,37,7,1,6,8,1,17,48,0,4,0
"278153",3,2,4,5,13,0,7,3,6,0,0,12
"2725666",34,6,11,3,7,5,6,9,28,0,11,0
"1777866",23,6,6,0,7,3,3,9,12,0,10,11
"536018",20,11,1,3,9,2,3,6,23,0,6,2
"2666139",37,0,5,6,0,20,5,0,20,0,9,1
"2774562",9,0,2,4,18,12,1,6,31,0,0,4
"2599600",22,14,7,7,8,15,3,15,36,0,15,4
"1745854",20,25,9,1,11,13,4,9,41,0,1,2
"280",52,34,45,6,59,14,9,16,16,0,11,17
"2202828",41,38,24,2,19,4,7,19,22,0,2,3
"925818",24,4,12,1,43,17,1,8,33,0,6,1
"114616",29,17,19,4,15,12,34,19,21,0,22,4
"2051553",20,18,9,6,27,9,6,8,32,0,11,6
"334852",49,0,0,0,0,0,0,0,47,0,0,8
"418223",7,26,37,0,9,10,8,19,10,0,0,2
"2082949",30,7,13,7,17,18,3,12,24,0,9,7
"2657486",60,14,8,2,23,13,4,18,29,0,3,3
"2759954",26,28,11,2,2,15,11,20,37,0,1,7
"2499144",23,7,14,2,9,5,3,71,23,0,3,4
"400770",37,35,13,6,18,4,2,22,34,0,17,3
"1427356",30,12,83,5,9,36,23,25,41,0,13,3
"2233851",51,33,11,3,27,10,2,11,37,0,24,3
"1079",12,17,27,5,12,21,6,14,39,0,11,7
"1069",32,3,11,6,18,5,0,15,37,0,12,5
"1447062",19,13,9,3,20,3,13,11,28,0,13,0
"1486262",61,31,23,30,11,12,4,19,23,0,3,17
"293089",56,12,36,9,12,17,35,18,57,0,18,1
"1149953",8,0,4,0,0,3,0,5,1,0,0,0
"2592625",7,13,0,0,0,17,3,7,8,0,0,6
"29459",133,0,0,0,0,0,0,28,0,0,0,0
"2726427",21,45,38,0,12,10,28,15,46,0,38,12
"419475",22,6,5,14,5,2,2,6,10,0,1,1
"271865",16,6,15,2,10,11,8,12,19,0,2,1
"655015",14,3,10,5,9,9,21,6,28,0,9,1
"2699395",42,11,9,3,11,11,6,16,23,0,19,1
"1384459",28,6,14,0,15,4,6,17,11,0,17,1
"1482074",36,19,13,4,14,6,6,22,39,0,29,12
"2742204",22,10,12,4,17,17,2,15,35,0,6,0
"1933904",2,12,4,0,2,0,0,3,3,0,2,8
"515256",11,6,0,0,6,0,0,0,0,0,0,1
"774",1,11,4,1,0,5,11,0,8,0,0,11
"2133959",3,33,0,0,2,2,18,13,0,0,20,35
"52764",1,0,0,0,3,6,2,6,17,0,3,1
"1702325",49,18,10,14,44,31,18,27,43,0,21,13
"444444",57,7,23,0,5,1,15,71,32,0,15,3
"1458461",6,5,28,2,4,19,3,10,8,0,13,4
"135740",36,15,1,46,1,13,1,7,26,0,39,6
"147645",56,34,51,10,30,7,32,42,95,0,9,21
"2065379",15,9,12,0,4,10,36,12,28,0,5,6
"2560053",13,4,13,4,18,4,1,26,34,0,16,5
"59779",4,0,0,0,0,0,0,0,0,0,0,0
"1499308",12,0,14,0,0,9,12,0,4,0,2,0
"1850250",56,29,7,0,2,17,3,4,29,0,9,0
"1917485",31,6,20,2,24,17,42,16,94,0,13,26
"1389004",13,13,2,2,0,1,6,7,14,0,5,8
"1389011",9,25,6,9,3,7,1,13,13,0,0,0
"60137",8,2,0,2,3,5,2,1,5,0,11,3
"2587854",27,4,21,0,8,23,19,73,54,0,10,4
"1229727",58,25,13,3,12,1,13,22,25,0,9,7
"1397108",19,5,9,1,9,14,2,5,16,0,3,5
"1411902",17,9,12,7,5,4,2,8,24,0,21,0
"391613",3,13,5,0,4,31,0,0,15,0,0,0
"215743",7,2,5,0,4,0,0,16,19,0,3,0
"133924",22,23,13,4,13,3,7,24,29,0,9,5
"1564506",27,4,14,2,9,4,0,6,25,0,7,6
"308754",1,12,4,0,7,10,3,10,9,0,0,0
"538381",62,27,22,1,15,10,10,20,40,0,6,9
"1881061",17,19,3,3,9,15,20,13,13,0,12,2
"2434",45,10,16,6,15,5,25,8,16,0,0,1
"89184",26,16,11,7,9,2,12,12,25,0,8,7
"92945",49,25,32,5,4,18,4,66,45,0,7,14
"2009329",55,29,24,10,31,29,17,21,19,0,4,12
"2169400",54,1,12,0,7,17,15,12,34,0,2,9
"1609966",46,15,22,4,20,23,5,4,50,0,20,9
"1915078",40,6,21,0,24,13,2,10,37,0,5,8
"2171755",24,17,5,1,9,13,8,11,16,0,28,3
"2613965",21,27,9,2,8,5,8,30,32,0,6,2
"2494374",21,20,10,2,6,11,2,12,39,0,12,2
"1826607",16,11,5,6,4,2,1,11,16,0,7,3
"53501",15,8,3,1,38,13,57,6,24,0,4,3
"215813",13,28,9,13,9,11,1,9,29,0,12,9
"1284658",2,9,1,0,3,0,5,5,1,0,0,4
"1434191",39,28,18,20,10,11,8,17,32,0,6,5
"74318",25,17,15,1,7,14,10,3,33,0,6,5
"2565555",62,13,20,0,8,2,9,14,12,0,7,3
"2711156",32,4,14,3,11,4,16,7,12,0,14,3
"745310",39,4,16,11,9,28,1,8,32,0,14,3
"1813879",21,2,1,3,4,7,2,8,31,0,0,1
"2594473",23,2,4,0,0,5,1,3,11,0,2,6
"1523415",25,20,14,0,9,10,1,6,27,0,9,9
"1961362",45,5,16,0,7,5,5,6,71,0,18,31
"1030157",20,2,19,2,11,12,17,1,12,0,5,25
"2764186",16,17,3,0,7,2,1,5,16,0,14,3
"2698679",17,7,6,3,8,6,7,9,44,0,5,4
"1517551",15,14,18,4,6,14,5,15,6,0,6,4
"2714942",13,3,18,3,17,8,1,5,17,0,1,2
"1517554",14,9,3,0,9,0,2,12,16,0,3,3
"1327635",12,17,8,5,18,5,5,7,25,0,30,0
"2714944",9,14,11,0,2,18,4,4,26,0,1,8
"941907",43,12,10,3,6,4,5,6,24,0,3,1
"1045317",26,7,14,3,5,11,8,7,2,0,4,3
"424800",25,12,3,1,6,3,3,5,19,0,4,1
"2698828",21,5,4,2,6,13,1,3,20,0,0,12
"2071607",20,8,11,3,4,0,0,15,27,0,2,2
"152682",37,231,39,28,17,8,22,0,25,0,6,0
"1176646",16,1,5,0,10,3,0,9,6,0,5,0
"13689",20,2,2,0,13,3,1,1,19,0,7,0
"386874",14,20,4,0,1,12,5,18,26,0,3,1
"1549858",8,14,7,1,5,3,2,15,9,0,3,1
"2072936",18,3,7,6,3,11,4,4,25,0,2,2
"1315974",23,6,21,8,10,13,2,12,12,0,6,20
"1855519",16,8,3,2,15,16,14,14,15,0,12,3
"2185111",64,0,0,0,0,0,0,0,0,0,0,0
"520734",10,0,0,0,0,3,8,0,4,0,0,0
"2565554",1,0,4,0,4,1,3,3,6,0,9,2
"13690",95,96,36,44,65,56,23,81,129,0,62,30
"120107",31,77,24,1,16,13,3,20,39,0,1,31
"46429",14,5,5,11,5,16,4,4,18,0,16,1
"76947",14,20,2,3,20,12,10,11,17,0,4,7
"1054037",4,10,2,0,12,1,0,0,8,0,0,0
"1016987",35,7,24,0,0,8,7,9,6,0,7,4
"702113",25,2,3,0,2,0,0,2,6,0,0,0
"2571749",22,1,16,2,14,7,2,22,39,0,6,2
"1176536",23,12,11,5,11,21,30,20,16,0,14,1
"158500",30,20,23,1,7,13,2,6,16,0,4,1
"205844",33,4,8,0,7,11,16,11,30,0,29,8
"169176",8,11,10,0,3,7,15,68,17,0,2,11
"1874061",68,14,15,8,4,2,0,3,15,0,8,1
"117207",23,10,4,0,2,5,0,6,9,0,2,1
"2054227",10,10,22,0,4,3,0,0,7,0,2,3
"267128",14,0,20,3,32,0,5,0,55,0,3,0
"2077182",34,8,1,0,3,14,4,20,22,0,6,3
"2725558",21,23,8,3,1,11,1,70,24,0,1,2
"1806885",14,6,3,3,9,15,7,4,34,0,1,16
"2584094",10,3,6,1,11,0,12,13,15,0,6,13
"2711215",31,10,11,2,2,12,0,12,51,0,1,2
"2762748",24,2,15,8,6,2,10,0,27,0,0,10
"1850238",47,30,21,1,48,9,1,26,44,0,8,3
"1842535",16,17,10,3,9,7,7,5,17,0,2,13
"1550728",6,0,0,0,4,0,0,11,8,0,0,0
"2026624",16,2,6,1,3,16,6,3,24,0,5,5
"2724527",4,5,6,4,4,5,1,11,11,0,0,1
"1634516",12,5,14,3,12,6,1,6,23,0,2,2
"1798193",27,14,5,2,7,9,4,0,16,0,0,5
"2587851",19,3,2,1,13,7,7,7,28,0,14,9
"2011159",13,5,20,0,2,5,3,8,15,0,0,2
"2502843",11,4,1,1,3,4,20,4,12,0,3,5
"192812",57,5,14,1,8,10,0,8,25,0,8,1
"2739433",29,10,5,1,16,6,4,3,14,0,7,3
"502682",18,8,5,1,13,22,1,3,31,0,11,1
"266951",4,7,3,4,7,3,3,12,16,0,3,4
"2060312",26,17,11,0,10,3,2,6,34,0,7,4
"2604537",6,12,4,4,8,7,3,12,17,0,3,2
"2067415",4,6,4,1,6,7,2,6,20,0,2,3
"543877",35,9,7,3,5,2,2,11,22,0,6,5
"2338327",31,3,10,0,2,2,0,2,3,0,0,4
"1267766",31,18,5,2,15,15,12,16,32,0,16,8
"645517",17,23,24,7,13,15,8,10,22,0,5,13
"692370",15,5,7,3,2,0,0,6,6,0,1,4
"1982042",2,8,6,3,4,3,3,7,3,0,1,2
"1348774",104,17,22,1,12,23,17,7,31,0,9,12
"2003315",36,8,6,2,3,2,1,2,10,0,7,10
"1896196",15,7,4,6,5,14,4,2,6,0,0,1
"1112",7,10,6,2,12,5,1,2,25,0,5,0
"652764",44,22,29,6,26,5,18,3,45,0,14,17
"709810",26,12,20,5,34,24,6,20,26,0,20,1
"1226968",32,33,21,3,69,16,0,17,30,0,10,8
"1639348",51,3,10,2,11,15,9,17,18,0,25,3
"1663591",21,18,12,16,30,14,21,10,26,0,9,2
"84159",41,27,30,11,23,4,16,10,52,0,21,27
"34018",42,26,8,10,17,12,2,15,28,0,3,3
"220697",40,6,18,9,9,39,39,26,80,0,9,1
"2233999",63,11,31,10,44,11,5,20,67,0,14,5
"111831",61,10,16,1,15,21,12,18,107,0,15,14
"1612173",38,51,23,8,22,16,8,28,64,0,48,40
"1549855",13,7,3,1,7,34,8,4,82,0,3,3
"33995",37,8,3,13,15,8,7,7,58,0,0,1
"265960",23,1,20,1,3,1,1,68,14,0,8,1
"1177712",8,18,2,0,2,5,1,13,20,0,8,5
"146474",17,39,10,0,5,10,9,11,25,0,4,10
"438",24,11,19,6,63,19,49,6,29,0,43,26
"446692",11,10,1,8,0,2,3,5,3,0,0,1
"1633874",23,15,0,0,0,0,7,5,8,0,0,0
"2500548",3,2,0,0,0,6,1,11,0,0,1,0
"2018065",18,19,10,6,61,0,6,0,23,0,17,9
"207340",80,22,13,5,10,22,0,0,16,0,0,0
"257438",9,8,7,2,2,0,25,1,9,0,9,6
"318683",7,20,10,2,15,9,5,16,42,0,0,7
"91915",44,15,8,4,2,9,7,6,16,0,4,14
"524",21,0,6,0,5,0,5,0,6,0,0,2
"62140",14,19,3,3,10,15,0,8,29,0,0,0
"1969806",21,12,19,2,7,10,1,25,26,0,1,0
"2558361",8,0,6,4,6,11,1,5,4,0,3,2
"1293412",7,10,23,1,4,7,1,21,11,0,9,3
"2070537",3,0,6,0,0,0,0,0,0,0,0,3
"2708539",29,12,3,8,13,12,2,13,10,0,3,3
"366602",21,13,20,6,8,4,7,11,24,0,5,4
"69666",30,10,11,5,39,13,5,5,25,0,1,0
"1938605",24,28,10,2,17,12,5,9,39,0,6,7
"2560058",21,0,2,3,9,6,0,0,20,0,0,0
"2562582",2,1,0,1,16,0,3,3,14,0,10,0
"1532555",3,0,0,7,0,3,0,0,0,0,8,0
"74313",32,29,8,1,6,4,0,18,18,0,11,11
"1325724",37,2,12,2,12,5,7,17,6,0,7,15
"74329",10,22,22,1,15,1,2,15,19,0,5,8
"41276",7,0,39,2,5,3,5,14,41,0,0,5
"783",45,0,0,0,0,0,0,0,165,0,0,0
"35788",2,0,0,0,0,5,19,16,1,0,10,0
"238800",1,0,0,0,0,0,0,7,1,0,0,0
"33991",1,0,0,0,0,0,32,0,0,0,0,4
"785",2,4,1,1,12,11,25,5,9,0,10,1
"33990",4,16,15,0,4,2,7,0,6,0,4,5
"2115978",25,7,8,2,20,13,18,13,34,0,7,15
"1812111",3,2,2,0,9,4,6,3,19,0,1,3
"1812112",3,2,14,0,3,2,5,1,0,0,1,0
"2732594",3,0,4,0,1,0,1,2,0,0,0,2
"169402",2,2,5,1,1,2,1,1,2,0,7,1
"1812115",1,0,1,0,0,0,1,1,0,0,1,0
"80850",1,2,0,0,0,0,0,0,0,0,3,0
"2591635",16,0,0,0,0,0,0,17,0,0,0,0
"955",8,19,4,0,0,2,0,8,16,0,4,5
"948",8,2,8,1,2,0,0,2,0,0,23,6
"142058",7,2,8,0,0,2,3,3,7,0,0,3
"949",3,5,0,0,1,0,10,1,0,0,0,4
"770",5,0,0,1,1,0,0,1,0,0,3,1
"33994",4,0,3,0,0,1,0,5,2,0,6,4
"951",3,0,3,0,0,1,1,35,2,0,28,0
"1802984",36,1,3,0,5,0,19,5,4,0,5,0
"2163644",16,3,4,0,0,1,1,60,17,0,1,1
"2486578",12,10,9,1,7,5,2,3,1,0,3,1
"1940610",33,20,25,9,34,8,21,26,17,0,8,4
"2570229",16,13,15,5,17,13,2,5,17,0,5,8
"991904",36,20,12,11,29,31,3,13,75,0,6,2
"1388755",3,7,5,2,1,4,6,6,2,0,5,15
"86106",14,1,3,0,4,0,4,5,6,0,6,4
"2066024",4,15,0,2,2,1,8,7,0,0,1,5
"2601668",1,10,0,0,1,0,4,3,7,0,3,0
"91604",3,1,1,3,2,6,7,15,10,0,4,6
"208216",4,8,8,0,8,14,3,3,39,0,1,1
"342113",42,6,6,0,3,2,0,2,26,0,6,2
"1385592",7,3,6,0,0,1,8,2,13,0,0,1
"57975",6,2,1,25,10,5,2,4,17,0,74,3
"1637841",1,1,0,0,0,1,0,0,3,0,0,0
"1503054",32,3,18,0,15,4,3,2,29,0,6,2
"60552",19,31,15,16,0,5,15,4,59,0,1,3
"488732",10,5,1,0,3,0,0,7,6,0,0,1
"488729",8,10,2,1,4,6,10,7,9,0,7,0
"1207504",1,3,1,3,4,4,8,1,6,0,9,2
"179879",1,3,5,0,1,1,0,3,0,0,2,3
"1795043",38,10,23,2,8,8,14,4,29,0,15,5
"1705310",14,3,21,1,2,26,10,5,6,0,11,5
"2217913",9,4,2,0,3,1,6,6,15,0,4,4
"1795874",16,5,0,0,0,4,4,3,22,0,26,0
"416344",20,0,0,1,3,0,0,0,0,0,0,0
"1179675",6,0,1,0,1,0,4,0,9,0,0,0
"337",26,20,6,0,16,5,4,14,28,0,6,3
"41899",17,4,10,4,8,7,8,2,44,0,3,10
"876364",22,34,12,1,16,3,0,19,0,0,36,14
"1389192",6,9,35,1,5,18,0,0,0,0,0,0
"1796606",29,5,15,0,3,0,0,10,5,0,14,8
"367825",22,42,0,6,15,11,0,13,22,0,22,0
"2735433",36,11,12,1,15,3,1,5,33,0,12,3
"2735434",10,2,7,3,11,8,0,2,28,0,6,2
"134537",71,30,19,4,7,6,3,27,23,0,19,4
"75105",89,52,113,5,11,41,4,77,50,0,48,3
"148447",42,8,7,3,6,13,5,13,38,0,10,2
"2211211",34,11,23,5,24,78,79,55,33,0,20,3
"420953",18,10,8,2,9,6,7,4,36,0,9,9
"93220",40,42,31,2,15,12,15,29,45,0,21,5
"93221",10,18,14,3,14,7,25,11,38,0,29,10
"556053",2,3,10,3,3,0,7,4,5,0,9,8
"758793",44,20,9,2,12,10,4,15,15,0,18,8
"2705547",16,0,6,0,0,18,6,0,0,0,10,17
"2705548",8,5,4,0,0,0,0,0,25,0,0,0
"1553431",17,8,4,1,7,4,1,4,4,0,4,1
"2268024",6,5,3,1,1,7,26,2,29,0,0,0
"2774875",51,6,12,1,13,6,4,8,21,0,13,1
"662548",33,17,26,3,17,5,4,12,23,0,9,8
"2762323",21,10,15,12,15,7,10,21,10,0,14,13
"434009",30,45,47,1,14,8,5,11,49,0,77,16
"1034889",14,16,12,8,9,6,8,17,32,0,36,7
"1842533",39,23,7,3,4,11,0,32,20,0,7,4
"1858609",55,16,18,1,5,0,6,11,38,0,2,2
"232721",137,19,10,13,101,0,0,10,98,0,0,12
"358220",19,72,14,5,9,11,7,6,22,0,3,5
"1926868",25,10,3,1,18,2,4,3,58,0,40,3
"80869",19,14,4,0,10,1,3,2,8,0,5,3
"721785",22,45,8,0,5,0,9,8,10,0,0,0
"2597701",24,18,15,1,6,2,6,10,40,0,14,7
"2184519",18,39,12,5,30,8,6,22,43,0,19,14
"2735554",34,34,63,14,0,0,0,12,16,0,15,0
"37448",32,20,1,3,6,13,9,7,41,0,8,3
"742013",19,13,6,1,4,4,0,5,12,0,2,4
"1920191",9,2,6,1,0,0,0,0,20,0,6,0
"180282",38,13,16,2,10,0,5,10,11,0,10,3
"80866",36,25,0,2,39,8,11,53,25,0,28,25
"215580",56,8,15,2,15,17,4,20,41,0,21,9
"1458426",9,3,7,0,7,0,2,8,13,0,9,4
"80880",13,8,16,5,48,5,7,9,23,0,7,5
"1593482",50,29,22,5,16,11,11,23,24,0,34,7
"2709302",57,0,0,0,0,0,0,0,0,0,40,0
"1141883",68,35,21,1,37,32,31,22,71,0,86,26
